,Price,Area,Mặt tiền,Số phòng ngủ,Hướng ban công,Tình trạng pháp lý,Hướng nhà,Số tầng,Bồn cầu,City,District,Name
2331,2500.0,72,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Căn hộ chung cư tại Phường Mỗ Lao
2333,4300.0,111,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Căn hộ chung cư tại Phường Mỗ Lao
2334,4100.0,100,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Căn hộ chung cư tại Phường Mỗ Lao
2336,2900.0,27,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Xã Đàn
2337,6290.0,40,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Xã Đàn
2338,34500.0,110,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Xuân Thủy
2339,5900.0,101,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Trần Duy Hưng
2340,22500.0,65,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phường Trung Liệt
2341,14000.0,60,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Thái Hà
2342,16500.0,50,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Mai Anh Tuấn
2343,2900.0,70,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Yên Hòa
2344,4100.0,76,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Xuân Thủy
2345,5050.0,110,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Xuân Thủy
2355,9200.0,50,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Khương Đình
2356,7800.0,42,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Khương Đình
2357,4300.0,38,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Phường Khương Đình
2358,5750.0,60,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Phố Ngọc Khánh
2359,28000.0,110,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Phường Liễu Giai
2360,2900.0,25,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Vĩnh Phúc
2361,3000.0,25,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Đào Tấn
2363,2150.0,34,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Phường Yên Nghĩa
2364,2950.0,34,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Phường Yên Nghĩa
2365,1780.0,32,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Phường Yên Nghĩa
2369,5600.0,37,"3,2m",3.0,None,Sổ đỏ,Đông-Bắc,5.0,1.0,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Trần Thái Tông
2372,3400.0,30,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Đông Thiên
2373,3180.0,30,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Đông Thiên
2374,3150.0,30,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Nam Dư
2378,10000.0,70,4m,4.0,None,Sổ hồng,None,5.0,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Lạc Long Quân
2379,3080.0,30,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Ngũ Nhạc
2383,3050.0,34,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Nguyễn Khoái
2384,4200.0,36,None,None,None,None,None,None,None,Hà Nội,Quận Hoàn Kiếm,Bán Nhà riêng tại Đường Bạch Đằng
2386,61000.0,225,None,None,None,None,None,None,None,Hà Nội,liền kề tại Quận Long Biên,Bán Nhà biệt thự
2389,32000.0,51,"5,2m",4.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Ba Đình,Bán Nhà mặt phố tại Đường Trần Phú
2390,55000.0,108,"5,6m",None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hoàn Kiếm,Bán Nhà mặt phố tại Phố Hàng Bông
2393,4150.0,36,4m,4.0,None,Sổ đỏ,None,4.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Khương Đình
2395,1175.0,42.0,None,2.0,None,Giấy chứng nhận quyền sở hữu,None,6.0,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Đường Kim Ngưu
2396,4000.0,50,5m,4.0,None,None,None,5.0,None,Hà Nội,Quận Hà Đông,Bán Nhà mặt phố tại Đường Quang Trung
2398,850,50,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Giải Phóng
2399,Thỏa thuận,140,7m,None,None,Sổ hồng,None,None,None,Hà Nội,Quận Long Biên,Bán Đất tại Đường Vũ Đức Thuận
2400,1550.0,30,None,None,None,None,None,None,None,Hà Nội,Quận Hoàn Kiếm,Bán Nhà riêng tại Phố Đường Thành
2402,4500.0,57.5,4m,None,None,None,Đông,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Đường Đại lộ Thăng Long
2403,4500.0,38,None,None,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Thanh Xuân,Bán Nhà mặt phố tại Phố Vũ Tông Phan
2411,2500.0,26,None,3.0,None,Sổ hồng,None,4.0,1.0,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Đường Văn Hương
2413,Thỏa thuận,55,"4,3m",4.0,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Nguyễn Văn Cừ
2415,10000.0,258,None,None,None,None,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Xã Đông Yên
2416,2400.0,300,None,None,None,None,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Xã Phú Mãn
2417,800,79,None,None,None,None,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Đường 21A
2418,1520.0,117,None,None,None,None,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Xã Phú Cát
2419,3000.0,501,None,None,None,None,None,None,None,Hà Nội,Huyện Quốc Oai,Bán Đất tại Xã Phú Mãn
2420,1420.0,36,None,None,None,None,None,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Đường Lê Trọng Tấn
2421,4700.0,729,None,None,None,None,None,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Đường Đại lộ Thăng Long
2422,4700.0,730,None,None,None,None,None,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Đường Đại lộ Thăng Long
2423,2450.0,100,None,None,None,None,None,None,None,Hà Nội,Huyện Thạch Thất,Bán Đất tại Xã Tân Xã
2424,1680.0,140,None,None,None,None,None,None,None,Hà Nội,Huyện Thạch Thất,Bán Đất tại Xã Tân Xã
2425,3000.0,300,None,None,None,None,None,None,None,Hà Nội,Huyện Thạch Thất,Bán Đất tại Xã Tân Xã
2426,3240.0,270,None,None,None,None,None,None,None,Hà Nội,Huyện Thạch Thất,Bán Đất tại Xã Tân Xã
2427,3300.0,275,None,None,None,None,None,None,None,Hà Nội,Huyện Thạch Thất,Bán Đất tại Xã Tân Xã
2429,5150.0,40,"4,5m",4.0,None,Sổ hồng,Đông-Nam,6.0,1.0,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Thạch Bàn
2430,16000.0,95,None,3.0,None,Sổ đỏ,None,None,None,Hà Nội,Quận Long Biên,Bán Nhà mặt phố tại Đường 1
2431,5500.0,45,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Đường Phạm Ngọc Thạch
2432,2850000.0,89,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phường Kim Liên
2433,2450.0,22,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Tôn Đức Thắng
2434,9500.0,47,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Thái Hà
2435,2300.0,24,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Khâm Thiên
2436,5100.0,54,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Nguyễn Khánh Toàn
2437,4150.0,35,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Cầu Giấy
2438,5000.0,48,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Nguyễn Khánh Toàn
2439,14290.0,50,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Cầu Giấy
2440,3700.0,32,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Cầu vượt Mai Dịch
2441,4550.0,37,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Hoàng Hoa Thám
2442,5500.0,43,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại đường Thụy Khuê
2443,12950.0,84,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Xuân La
2444,11000.0,57,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Phố Yên Hoa
2445,5300.0,43,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Phường Bưởi
2446,6200.0,55,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Lê Lai
2447,3900.0,38,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Phường Kiến Hưng
2448,3600.0,42,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Phường Yên Nghĩa
2449,Thỏa thuận,100,6m,4.0,None,Sổ đỏ,None,7.0,1.0,Hà Nội,Quận Cầu Giấy,Bán Nhà mặt phố tại Đường Nguyễn Thị Định
2450,7560.0,63,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Phường Kiến Hưng
2452,3150.0,25,None,None,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Đường Minh Khai
2457,1005.0,47.5,None,2.0,None,Sổ đỏ,None,6.0,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Phố Lò Đúc
2458,9100.0,60,"4,5m",4.0,None,Sổ đỏ,None,4.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Lê Trọng Tấn
2462,9300.0,40,4m,3.0,None,None,None,6.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Cù Chính Lan
2466,650,38,None,2.0,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Phố Bạch Mai
2467,680,36,None,2.0,None,Sổ đỏ,None,3.0,1.0,Hà Nội,Quận Tây Hồ,Bán Căn hộ chung cư tại Đường Võ Chí Công
2469,900,40,None,2.0,None,Sổ hồng,None,5.0,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Đường Ngõ Quỳnh
2472,650,30,None,None,None,Sổ hồng,None,None,1.0,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Trần Thái Tông
2473,800.0,45.0,None,2.0,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Phố Phố Huế
2474,825.0,43.0,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Phố Chùa Láng
2475,675.0,46.5,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Phố Khâm Thiên
2476,900.0,47.5,None,2.0,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Tây Hồ,Bán Căn hộ chung cư tại Đường Võng Thị
2477,975.0,50.0,None,2.0,None,Sổ đỏ,None,None,1.0,Hà Nội,Quận Thanh Xuân,Bán Căn hộ chung cư tại Đường Nguyễn Trãi
2478,825.0,42.5,None,None,None,None,None,None,None,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Đường Nguyễn Chí Thanh
2480,Thỏa thuận,70,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Ngõ 279 Đội Cấn
2481,Thỏa thuận,100,6m,None,None,Sổ đỏ,Tây,5.0,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà mặt phố tại Đường Lạc Long Quân
2485,39000.0,156,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà mặt phố tại Phố Kim Mã
2487,500,46,None,2.0,Đông-Nam,Sổ hồng,Tây-Nam,5.0,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Phố Xã Đàn
2488,600,46,None,2.0,Bắc,Sổ hồng,Đông,7.0,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Đường Thịnh Quang
2489,600,46,None,2.0,Nam,Sổ hồng,Tây,7.0,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Đường Trần Quý Cáp
2490,550,46,None,2.0,Tây,Sổ hồng,Tây,6.0,1.0,Hà Nội,Quận Ba Đình,Bán Căn hộ chung cư tại Ngõ 279 Đội Cấn
2491,850,35,None,2.0,None,Sổ hồng,None,None,1.0,Hà Nội,Quận Ba Đình,Bán Căn hộ chung cư tại Đường Đội Cấn
2492,2200.0,85,None,3.0,Đông-Bắc,Sổ hồng,Đông-Nam,None,None,Hà Nội,Huyện Đông Anh,Bán Căn hộ chung cư tại Xã Đông Hội
2495,7000.0,55,"4,65m",None,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Võ Chí Công
2499,750.0,42.5,None,2.0,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Đường Võ Thị Sáu
2502,550.0,41.5,None,None,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Phố Phố Vọng
2503,715.0,44.5,None,2.0,None,None,None,None,1.0,Hà Nội,Quận Đống Đa,Bán Căn hộ chung cư tại Phường Phương Mai
2508,"1,95",19,"4,7m",2.0,None,Sổ đỏ,None,3.0,1.0,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phường Trung Phụng
2509,2800.0,33,"3,3m",3.0,None,None,None,4.0,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Khâm Thiên
2516,850,52,None,2.0,None,Sổ hồng,None,6.0,1.0,Hà Nội,Quận Ba Đình,Bán Căn hộ chung cư tại Phố Kim Mã
2518,2350.0,32,None,3.0,None,Sổ đỏ,Tây-Bắc,4.0,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Ỷ La
2519,2200.0,34,None,4.0,None,Sổ đỏ,Đông-Nam,4.0,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Quang Lãm
2520,1730.0,39,None,3.0,None,Sổ đỏ,Đông-Nam,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Nghĩa Lộ
2521,2370.0,50,None,3.0,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Phường Đồng Mai
2522,2000.0,38,None,4.0,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Phường Yên Nghĩa
2528,Thỏa thuận,65,None,None,None,None,None,None,None,Hà Nội,Quận Tây Hồ,Bán Nhà mặt phố tại Đường Tứ Liên
2529,4400.0,80,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Căn hộ chung cư tại Đường Lê Trọng Tấn
2531,3750.0,80,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Căn hộ chung cư tại Đường Kim Giang
2533,2800.0,70,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Căn hộ chung cư tại Đường Nguyễn Huy Tưởng
2535,2300.0,70,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Nguyễn Duy Trinh
2539,2580.0,82,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Linh Đàm
2540,2500.0,66,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Giải Phóng
2543,3200.0,31,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Đường Thổ Quan
2544,999,50,None,2.0,Đông-Bắc,Sổ đỏ,Đông-Bắc,6.0,None,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Giải Phóng
2546,3500.0,60,None,None,None,None,None,None,None,Hà Nội,Quận Hoàn Kiếm,Bán Căn hộ chung cư tại Phố Bà Triệu
2547,890,50,None,2.0,Đông-Bắc,Sổ đỏ,Đông-Bắc,6.0,None,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Hoàng Mai
2548,4350.0,35,None,None,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Đường Kim Ngưu
2549,7200.0,52,4m,4.0,None,None,None,4.0,None,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Phố Thái Thịnh
2550,6680.0,50,"3,8m",4.0,None,Sổ đỏ,None,4.0,1.0,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Phố Trung Kính
2551,4900.0,58,None,None,None,Sổ đỏ,None,5.0,None,Hà Nội,Quận Thanh Xuân,Bán Nhà mặt phố tại Đường Nguyễn Trãi
2552,3300.0,33,None,None,None,Sổ đỏ,None,4.0,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Kim Giang
2553,5400.0,52,None,2.0,None,Sổ đỏ,None,2.0,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Ngọc Lâm
2554,6100.0,46,None,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Phường Ngọc Thụy
2555,1750.0,36,None,None,None,None,None,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Xã Đức Thượng
2556,3950.0,50,None,None,None,None,None,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Xã Vân Canh
2557,1740.0,40,None,None,None,None,None,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Xã Kim Chung
2558,7920.0,120,None,None,None,None,None,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Xã Vân Canh
2559,4580.0,61,None,None,None,None,None,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Xã Kim Chung
2560,1170.0,90,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Đất tại Phường Giang Biên
2561,12000.0,364,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Đất tại Phường Phúc Lợi
2562,2290.0,79,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Đất tại Đường Độc Lập
2563,5780.0,231,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Đất tại Phường Cự Khối
2564,1250.0,34,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Đất tại Phường Cự Khối
2565,1250.0,110,None,None,None,None,None,None,None,Hà Nội,Huyện Chương Mỹ,Bán Đất tại Xã Tốt Động
2567,4360.0,485,None,None,None,None,None,None,None,Hà Nội,Huyện Chương Mỹ,Bán Đất tại Xã Hữu Văn
2568,2200.0,133,None,None,None,None,None,None,None,Hà Nội,Huyện Chương Mỹ,Bán Đất tại Đường 6
2569,900,105,None,None,None,None,None,None,None,Hà Nội,Huyện Chương Mỹ,Bán Đất tại Xã Tiên Phương
2570,15200.0,95,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Đất tại Đường Hà Trì
2572,45000.0,200,8m,None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Đống Đa,Bán Nhà mặt phố tại Đường Trường Chinh
2573,Thỏa thuận,85,"4,5m",None,None,Sổ đỏ,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà mặt phố tại Đường Vĩnh Hưng
2575,799,34,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Đất tại Đường Quốc lộ 6
2579,2450.0,64,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Phố Trần Bình
2581,5600.0,108,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Căn hộ chung cư tại Đường Phạm Văn Đồng
2585,10700.0,125,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Căn hộ chung cư tại Phố Láng Hạ
2587,11000.0,75,None,None,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Đường Kim Ngưu
2588,4690.0,40,None,None,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Phố Hồng Mai
2589,11500.0,72,None,None,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Đường Kim Ngưu
2590,4200.0,42,None,None,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Phố Lạc Trung
2591,16000.0,70,None,None,None,None,None,None,None,Hà Nội,Quận Hai Bà Trưng,Bán Nhà riêng tại Đường Đại Cồ Việt
2592,12900.0,70,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Bồ Đề
2593,3680.0,35,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Phường Thượng Thanh
2594,3800.0,32,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Phúc Lợi
2595,3200.0,31,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Bồ Đề
2596,6250.0,38,None,None,None,None,None,None,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Thạch Bàn
2597,13800.0,65,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Quan Hoa
2598,4600.0,36,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Cầu Giấy
2599,8000.0,50,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Đường Yên Hòa
2600,40000.0,130,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Phố Chùa Hà
2601,4600.0,35,None,None,None,None,None,None,None,Hà Nội,Quận Cầu Giấy,Bán Nhà riêng tại Phố Mai Dịch
2605,5500.0,147,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Căn hộ chung cư tại Đường Nguyễn Văn Lộc
2608,2290.0,60,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Căn hộ chung cư tại Đường Định Công
2610,3200.0,60,55m,3.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Phố Mai Phúc
2611,19090.0,166,None,None,None,None,None,None,None,Hà Nội,Quận Nam Từ Liêm,Bán Đất tại Phường Phương Canh
2612,2630.0,47,None,None,None,None,None,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Xã An Thượng
2613,7300.0,11000,None,None,None,None,None,None,None,Hà Nội,Huyện Ba Vì,Bán Đất tại Xã Khánh Thượng
2619,3300.0,73,None,None,None,None,None,None,None,Hà Nội,Quận Nam Từ Liêm,Bán Căn hộ chung cư tại Đường Lê Đức Thọ
2630,3790.0,35,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Phường Khương Đình
2631,2600.0,37,None,None,None,None,None,None,None,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Kim Giang
2632,7900.0,51,4m,4.0,None,None,Tây-Nam,5.0,1.0,Hà Nội,Quận Hà Đông,Bán Nhà mặt phố tại Phường Kiến Hưng
2633,10900.0,42,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Phường Cống Vị
2634,12800.0,43,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Hoàng Hoa Thám
2635,5700.0,40,None,None,None,None,None,None,None,Hà Nội,Quận Ba Đình,Bán Nhà riêng tại Đường Đội Cấn
2636,2000.0,52,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Đường Yên Bình
2637,1890.0,33,None,None,None,None,None,None,None,Hà Nội,Quận Hà Đông,Bán Nhà riêng tại Phường Yên Nghĩa
2638,3750.0,35,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Định Công Thượng
2639,2250.0,22,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Vĩnh Hưng
2640,13500.0,75,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Đại Kim
2641,10500.0,60,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Trương Định
2642,5700.0,57,None,None,None,None,None,None,None,Hà Nội,Quận Hoàng Mai,Bán Nhà riêng tại Đường Giải Phóng
2644,32299.999999999996,125,None,None,None,None,None,None,None,Hà Nội,Quận Hoàn Kiếm,Bán Nhà riêng tại Đường Trần Hưng Đạo
2645,175000.0,316,None,None,None,None,None,None,None,Hà Nội,Quận Hoàn Kiếm,Bán Nhà riêng tại Đường Phan Bội Châu
2649,19000.0,53,None,None,None,Sổ hồng,Tây-Bắc,None,None,Hà Nội,Quận Bắc Từ Liêm,Bán Nhà riêng tại Phố Phạm Tuấn Tài
2650,750,35,None,2.0,None,Sổ hồng,None,3.0,1.0,Hà Nội,Quận Hai Bà Trưng,Bán Căn hộ chung cư tại Đường Trần Khát Chân
2651,2700.0,30,None,3.0,None,Sổ đỏ,Đông-Nam,None,None,Hà Nội,Quận Long Biên,Bán Nhà riêng tại Đường Bát Khối
2653,Thỏa thuận,55,45m,3.0,None,Sổ đỏ,None,5.0,1.0,Hà Nội,Quận Tây Hồ,Bán Nhà riêng tại Đường Lạc Long Quân
2654,Thỏa thuận,35,4m,4.0,None,Sổ đỏ,None,6.0,1.0,Hà Nội,Quận Thanh Xuân,Bán Nhà riêng tại Đường Vũ Trọng Phụng
2656,8000.0,102,"7,64m",None,None,Sổ hồng,Bắc,None,None,Hà Nội,Huyện Hoài Đức,Bán Đất tại Đường Đại lộ Thăng Long
2658,2950.0,26,"3,6m",3.0,None,Sổ đỏ,None,4.0,1.0,Hà Nội,Quận Đống Đa,Bán Nhà riêng tại Đường Trường Chinh
